name,domain,secondary_domains,city,address,latitude,longitude,website,career_url,linkedin_url,glassdoor_url,known_stack,notes,logo_url
Capgemini,ESN,Conseil;Cloud;Data;Software,Schiltigheim,"17 rue de la Haye, 67300 Schiltigheim",48.6111,7.7118,https://www.capgemini.com/fr-fr/,https://www.capgemini.com/fr-fr/carrieres/,https://www.linkedin.com/company/capgemini/,,Java;.NET;Cloud;Data;DevOps;SAP;Agile,Acteur conseil et intégration majeur avec présence locale autour de Strasbourg.,
CGI,ESN,Conseil;Software;Cloud;Data,Illkirch-Graffenstaden,"6 rue Eugénie Brazier, 67400 Illkirch-Graffenstaden",48.5296,7.7402,https://www.cgi.com/france,https://www.cgi.com/france/fr-fr/carrieres,https://www.linkedin.com/company/cgi/,,C#;.NET;Java;Angular;Cloud;SQL;DevOps,ESN internationale avec agence locale et offres IT régulières sur Strasbourg.,
Groupe SII,ESN,Conseil;Software;Industrie;Cloud,Strasbourg,"10 boulevard de Dresde, 67000 Strasbourg",48.59886,7.76568,https://sii-group.com/fr-FR,https://sii-group.com/fr-FR/carrieres,https://www.linkedin.com/company/groupe-sii/,,C#;.NET;Java;Angular;DevOps;Cloud;SQL,ESN orientée ingénierie et développement avec postes C#/.NET et software à Strasbourg.,
Atos,ESN,Cloud;Infrastructure;Cybersécurité;Infogérance,Schiltigheim,"6 rue de Copenhague, 67300 Schiltigheim",48.6148,7.7095,https://atos.net/fr,https://atos.net/fr/carrieres,https://www.linkedin.com/company/atos/,,Linux;Oracle;CentOS;Réseaux;Sécurité;Cloud;DevOps,"Présence locale utile pour profils infrastructure, production, cloud, sécurité et projets grands comptes.",
Inetum,ESN,Conseil;Software;Cloud;Data,Schiltigheim,"24 avenue de l'Europe, 67300 Schiltigheim",48.6131,7.711,https://www.inetum.com/fr,https://www.inetum.com/fr/carrieres,https://www.linkedin.com/company/inetum/,,Java;.NET;Angular;Cloud;Data;DevOps;Agile,ESN avec implantation dans l'Espace Européen de l'Entreprise et missions applicatives locales.,
Open,ESN,Software;Conseil;Cloud;Data,Schiltigheim,"1 avenue de l'Europe, 67300 Schiltigheim",48.614,7.7115,https://www.open.global,https://www.open.global/fr/carrieres,https://www.linkedin.com/company/groupe-open/,,Java;.NET;Angular;Cloud;DevOps;SQL;Agile,"ESN présente localement avec besoins en développement, pilotage projet et transformation numérique.",
Apside,ESN,Conseil;Software;Industrie;Banque,Schiltigheim,"16 avenue de l'Europe, 67300 Schiltigheim",48.6137,7.7112,https://www.apside.com,https://www.apside.com/fr/carrieres/,https://www.linkedin.com/company/apside/,,C#;.NET;Java;Angular;SQL;DevOps;Agile,"ESN locale pertinente pour missions développement, banque, industrie et systèmes d'information.",
SFEIR Est,ESN,Cloud;Software;Data;Conseil,Schiltigheim,"1 avenue de l'Europe, 67300 Schiltigheim",48.614,7.7115,https://www.sfeir.com,https://www.sfeir.com/fr/recrutement/,https://www.linkedin.com/company/sfeir/,,Java;Spring Boot;Angular;Google Cloud;Cloud;DevOps;C#;.NET;Tests unitaires,"Cabinet tech orienté cloud, développement moderne et accompagnement d'équipes techniques.",
Technology & Strategy,ESN,Ingénierie;Software;Data;Industrie,Schiltigheim,"4 rue de Dublin, 67300 Schiltigheim",48.6126,7.7104,https://www.technologyandstrategy.com,https://www.technologyandstrategy.com/careers/,https://www.linkedin.com/company/technology-strategy/,,Software Engineering;Embedded;Data;Cloud;Java;.NET;DevOps,Groupe local de conseil ingénierie et digital avec siège à Schiltigheim.,
Eastelson,ESN,IT;Software;Banque;Data,Strasbourg,"10 rue du Général de Castelnau, 67000 Strasbourg",48.589,7.7512,https://eastelson.com,,https://fr.linkedin.com/company/eastelson,,C#;.NET;Java;SQL;Agile;Conseil IT,Cabinet local de conseil IT avec positionnement missions techniques et accompagnement client.,
Objectware Strasbourg,ESN,Software;Banque;Data;IA,Strasbourg,"28 avenue du Rhin, 67100 Strasbourg",48.5737,7.7716,https://www.objectware.fr,https://www.objectware.fr/carrieres,https://www.linkedin.com/company/objectware/,,C#;.NET;Java;Angular;Data;IA;SQL;Agile,"ESN avec agence strasbourgeoise et positionnement banque, industrie, santé et digital.",
Groupe ACESI,ESN,Infrastructure;Cloud;Cybersécurité;Infogérance,Entzheim,"8B rue Icare, 67960 Entzheim",48.5395,7.6334,https://www.acesi.fr,https://www.acesi.fr/recrutement/,https://www.linkedin.com/company/groupe-acesi/,,Infrastructure;Cloud;Cybersécurité;Microsoft;Réseaux;DevOps,"Acteur régional IT orienté infrastructure, cloud, cybersécurité et services managés.",
Nomios Strasbourg,ESN,Cybersécurité;Réseaux;Infrastructure,Entzheim,"3 rue des Cigognes, 67960 Entzheim",48.539,7.632,https://www.nomios.fr,https://www.nomios.fr/carrieres,https://www.linkedin.com/company/nomios/,,Cybersécurité;Réseaux;Firewall;SOC;Cloud Security;Infrastructure,Spécialiste cybersécurité et réseaux avec présence à Entzheim.,
Orange Cyberdefense France,Communication,Cybersécurité;SOC;Cloud Security;Réseaux,Schiltigheim,"1 avenue de l'Europe, 67300 Schiltigheim",48.614,7.7115,https://www.orangecyberdefense.com/fr,https://www.orangecyberdefense.com/fr/carrieres,https://www.linkedin.com/company/orange-cyberdefense/,,Cybersécurité;SOC;Cloud Security;Réseaux;IAM;SIEM,"Très pertinent pour une évolution vers cybersécurité, sécurité opérationnelle et conseil sécurité.",
NXO France,Communication,Réseaux;Cybersécurité;Cloud;Infrastructure,Entzheim,"19 rue des Cigognes, 67960 Entzheim",48.5384,7.6317,https://www.nxo.eu,https://www.nxo.eu/carrieres,https://www.linkedin.com/company/nxo-france/,,Réseaux;Cybersécurité;Télécoms;Cloud;Infrastructure;Cisco,"Agence locale orientée réseaux, sécurité, cloud et intégration infrastructure.",
Econocom,ESN,Infrastructure;Services numériques;Cloud;Support,Entzheim,"17 rue Icare, 67960 Entzheim",48.5397,7.6338,https://www.econocom.com,https://www.econocom.com/fr/carrieres,https://www.linkedin.com/company/econocom/,,Infrastructure;Support IT;Cloud;Workplace;Services managés,"Présence locale pour services numériques, support, infrastructure et environnements utilisateurs.",
HARA Consulting,Conseil,IT;Software;Data;Agile,Strasbourg,"9 place Broglie, 67000 Strasbourg",48.5848,7.7506,https://hara-consulting.com,https://hara-consulting.com/recrutement/,https://www.linkedin.com/company/hara-consulting/,,C#;.NET;Java;Angular;SQL;Agile;Conseil,"Cabinet de conseil IT local pour missions applicatives, AMOA technique et accompagnement projet.",
Versusmind,ESN,Software;Conseil;Cloud;UX,Strasbourg,"10 place Gutenberg, 67000 Strasbourg",48.5812,7.7486,https://www.versusmind.eu,https://www.versusmind.eu/recrutement/,https://www.linkedin.com/company/versusmind/,,C#;.NET;Java;Angular;React;Cloud;Agile,Société de développement et conseil locale avec culture produit et projets applicatifs.,
SSW Strasbourg,ESN,Microsoft;Cloud;Software;DevOps,Strasbourg,"19 rue du Fossé des Treize, 67000 Strasbourg",48.5874,7.7471,https://www.ssw.com.au,https://www.ssw.com.au/careers,https://www.linkedin.com/company/ssw/,,C#;.NET;Azure;SQL Server;Angular;DevOps;Architecture,"Cabinet orienté stack Microsoft, Azure, architecture logicielle et bonnes pratiques de développement.",
Divalto,SaaS,ERP;CRM;Software;Cloud,Entzheim,"11 rue Icare, 67960 Entzheim",48.5394,7.6337,https://www.divalto.com,https://www.divalto.com/carriere/,https://www.linkedin.com/company/divalto/,,C#;.NET;ERP;CRM;SQL;API;Cloud,"Editeur ERP/CRM local très pertinent pour profils .NET, applicatif métier et logiciel de gestion.",
Sopra HR Software,SaaS,SIRH;Paie;Software;Cloud,Schiltigheim,"15 avenue de l'Europe, 67300 Schiltigheim",48.6134,7.7108,https://www.soprahr.com,https://www.soprahr.com/fr/carrieres,https://www.linkedin.com/company/sopra-hr-software/,,SIRH;HR Access;Java;SQL;Paie;Cloud,Editeur SIRH avec implantation locale et besoins en développement logiciel RH et paie.,
Septeo Real Estate Solutions,SaaS,Immobilier;Software;Cloud;ERP,Strasbourg,"7 allée Cérès, 67200 Strasbourg",48.591,7.7122,https://www.septeo.com,https://careers.septeo.com/,https://www.linkedin.com/company/septeo/,,SaaS;Cloud;Immobilier;API;Support;CRM,Groupe logiciel avec solutions immobilières et présence strasbourgeoise via Modelo Office.,
Leanspace,SaaS,Spatial;Cloud;API;Software,Schiltigheim,"4 rue de la Haye, 67300 Schiltigheim",48.6105,7.7118,https://leanspace.io,https://leanspace.io/careers,https://www.linkedin.com/company/leanspace/,,Java;Python;TypeScript;REST API;Cloud;SaaS,"Editeur SaaS spatial local avec forte orientation API, cloud et opérations logicielles.",
Chargemap,SaaS,Mobilité électrique;Energie;Mobile;Data,Strasbourg,"7 allée Cérès, 67200 Strasbourg",48.591,7.7122,https://chargemap.com,https://www.welcometothejungle.com/fr/companies/chargemap/jobs,https://www.linkedin.com/company/chargemap/,,Mobile;API;Paiement;Data;Support IT;SaaS,"Plateforme locale de recharge électrique avec enjeux produit, mobile, paiement et data.",
Plus Que Pro,SaaS,CRM;IA;Marketing digital;Software,Schiltigheim,"13 rue de la Haye, 67300 Schiltigheim",48.6118,7.7116,https://www.plus-que-pro.fr,https://www.welcometothejungle.com/fr/companies/plus-que-pro/jobs,https://fr.linkedin.com/company/plus-que-pro,,PHP;JavaScript;IA;CRM;SaaS;Marketing automation,"Editeur local avec plateforme SaaS, CRM, IA et recrutement tech régulier.",
ORISUN,SaaS,IoT;Data;IA;Cloud,Strasbourg,"32 rue Himmerich, 67000 Strasbourg",48.5855,7.7292,https://orisun-iot.com,,https://www.linkedin.com/company/orisun-iot,,IoT;Data;Machine Learning;Cloud;Jumeaux numériques,"Plateforme IoT locale autour de la donnée, du monitoring et des jumeaux numériques.",
IDEMoov,SaaS,IoT;Data;IA;Mobilité,Entzheim,"1C rue Pégase, 67960 Entzheim",48.5386,7.6302,https://www.idemoov.com,,https://www.linkedin.com/company/idemoov/,,IoT;Data Science;IA;SaaS;Temps réel,"Société locale orientée IoT, data et solutions numériques temps réel.",
Easy-live,SaaS,GTB;GTC;IoT;Supervision,Geispolsheim,"6A rue de l'Industrie, 67118 Geispolsheim",48.5178,7.6484,https://www.easy-live.com,,,IoT;Supervision;GTB;GTC;Automatisation;Cloud,"Editeur de solution de supervision bâtiment avec enjeux IoT, énergie et pilotage technique.",,
Actimage,ESN,Software;IoT;Cloud;IA,Kehl,"Hafenstrasse 3, 77694 Kehl, Allemagne",48.5732,7.815,https://www.actimage.com,https://www.actimage.com/careers,https://www.linkedin.com/company/actimage/,,Software;Cloud;IoT;IA;Mobile;Data,"Entreprise franco-allemande proche Strasbourg avec projets cloud, IoT, IA et développement logiciel.",
CALDUCEE,Santé,SaaS;Données de santé;Cloud,Oberhausbergen,"9A rue d'Eckbolsheim, 67205 Oberhausbergen",48.6073,7.6914,https://www.calducee.com,,,SaaS;Données de santé;Cloud;Interopérabilité;Agenda,Editeur santé local avec solution numérique pour la gestion et l'organisation médicale.,,
Pixacare,Santé,Medtech;IA;Imagerie;SaaS,Strasbourg,"2 rue Marie Hamm, 67000 Strasbourg",48.57547,7.74836,https://www.pixacare.com,https://pixacare.welcomekit.co/,https://www.linkedin.com/company/pixacare/,,IA;Imagerie médicale;Cloud;SaaS;Mobile;Data,Medtech strasbourgeoise spécialisée dans la documentation et le suivi de plaies par image.,
Visible Patient Lab,Santé,Medtech;Imagerie médicale;3D;Software,Strasbourg,"8 rue Gustave Adolphe Hirn, 67000 Strasbourg",48.5895,7.7627,https://www.visiblepatient.com,,https://www.linkedin.com/company/visible-patient/,,Imagerie médicale;3D;Data;Cloud sécurisé;Software médical,"Medtech locale avec logiciel d'imagerie médicale, modélisation 3D et données de santé.",
Transgene,Santé,Biotech;Data;Recherche;Pharma,Illkirch-Graffenstaden,"Boulevard Gonthier d'Andernach, Parc d'Innovation, 67400 Illkirch-Graffenstaden",48.5228,7.7405,https://www.transgene.fr,https://www.transgene.fr/careers/,https://www.linkedin.com/company/transgene/,,Data;Bioinformatique;Qualité;Systèmes réglementés;Pharma,"Biotech locale avec besoins numériques liés recherche, data, qualité et systèmes réglementés.",
NovAliX,Santé,Biotech;CRO;Data;Recherche,Strasbourg,"4 rue d'Ankara, 67000 Strasbourg",48.5794,7.7687,https://www.novalix.com,https://www.novalix.com/careers/,https://www.linkedin.com/company/novalix/,,Data;Bioinformatique;Automatisation;Recherche;Infrastructure scientifique,"CRO strasbourgeoise avec enjeux data, calcul scientifique et systèmes numériques de laboratoire.",
Sartorius Polyplus,Santé,Biotech;Pharma;Industrie;Data,Illkirch-Graffenstaden,"75 rue Marguerite Perey, 67400 Illkirch-Graffenstaden",48.5224,7.7427,https://www.sartorius.com,https://www.sartorius.com/en/company/careers,https://fr.linkedin.com/company/polyplus-sartorius,,Data;Qualité;GxP;Automatisation;Systèmes industriels,"Site biotech local avec besoins IT industriels, qualité, data et automatisation.",
Octapharma,Santé,Pharmaceutique;Industrie;Data;OT,Lingolsheim,"72 rue du Maréchal Foch, 67380 Lingolsheim",48.5576,7.6884,https://www.octapharma.com,https://www.octapharma.com/careers/,https://www.linkedin.com/company/octapharma/,,MES;OT;Qualité;Data;Infrastructure;GxP,"Site pharmaceutique local avec besoins numériques industriels, production et qualité.",
IRCAD France,Santé,Recherche médicale;Formation;Imagerie;Robotique,Strasbourg,"1 place de l'Hôpital, 67000 Strasbourg",48.5739,7.7475,https://www.ircad.fr,,https://www.linkedin.com/company/ircad/,,Imagerie médicale;Robotique;Simulation;E-learning;Data,"Institut médical reconnu avec forte composante numérique, formation, simulation et innovation chirurgicale.",
Eu-LISA,Service public,Systèmes européens;Cybersécurité;Infrastructure;Data,Strasbourg,"18 rue de la Faisanderie, 67100 Strasbourg",48.5449,7.7689,https://www.eulisa.europa.eu,https://www.eulisa.europa.eu/About-Us/Job-Opportunities,https://www.linkedin.com/company/eu-lisa/,,Infrastructure;Cybersécurité;Data;Cloud;Systèmes critiques;ITSM,Agence européenne gérant de grands systèmes IT critiques avec site technique à Strasbourg.,
ARTE GEIE,Communication,Média;Streaming;Digital;Data,Strasbourg,"4 quai du Chanoine Winterer, 67000 Strasbourg",48.5937,7.7662,https://www.arte.tv,https://www.arte.tv/sites/corporate/recrutement/,https://www.linkedin.com/company/arte/,,Streaming;Web;Data;CMS;Infrastructure;DevOps,"Média européen local avec besoins numériques, plateforme vidéo, data et outils éditoriaux.",
Conseil de l'Europe,Service public,Institutions européennes;Infrastructure;Data;Cybersécurité,Strasbourg,"Avenue de l'Europe, 67075 Strasbourg Cedex",48.5956,7.7717,https://www.coe.int,https://www.coe.int/en/web/jobs,https://www.linkedin.com/company/council-of-europe/,,Infrastructure;Cybersécurité;Data;Applications métier;ITSM,"Institution européenne locale avec fonctions IT, applications internes, infrastructure et sécurité.",
Lohr Industrie,Industrie,Transport;Software embarqué;Automatisation,Duppigheim,"ZA de la Bruche, avenue de la Concorde, 67120 Duppigheim",48.5268,7.5895,https://www.lohr.fr,https://www.lohr.fr/carrieres/,https://www.linkedin.com/company/lohr-industrie/,,Embedded;Automatisation;C++;Systèmes industriels;IoT,"Industriel transport local avec enjeux software embarqué, systèmes mécatroniques et automatisation.",
Bugatti Automobiles,Industrie,Automobile;Software embarqué;Data,Dorlisheim,"1 rue Saint-Jean, 67120 Dorlisheim",48.5237,7.4911,https://www.bugatti.com,https://www.bugatti.com/career/,https://www.linkedin.com/company/bugatti-automobiles-s-a-s/,,Embedded;Automobile;Data;PLM;ERP;Systèmes embarqués,"Constructeur automobile haut de gamme avec besoins numériques, data, ERP et systèmes embarqués.",
Safran Landing Systems,Industrie,Aéronautique;Software industriel;Data;ERP,Molsheim,"1 rue Antoine de Saint-Exupéry, 67120 Molsheim",48.537,7.514,https://www.safran-group.com,https://www.safran-group.com/jobs,https://www.linkedin.com/company/safran/,,ERP;PLM;Data;Automatisation;Systèmes industriels;Qualité,"Site aéronautique local avec enjeux SI industriel, data, qualité et automatisation.",
Würth France,Retail,Distribution B2B;E-commerce;Data;ERP,Erstein,"Rue Georges Besse, 67150 Erstein",48.427,7.6534,https://www.wurth.fr,https://www.wurth.fr/fr/wurth_fr/recrutement/recrutement.php,https://www.linkedin.com/company/wurth-france/,,ERP;Data;E-commerce;CRM;Logistique;BI,"Grand acteur B2B local avec enjeux e-commerce, data, ERP, logistique et CRM.",
KUHN SAS,Industrie,Agroéquipement;Software embarqué;IoT;Data,Saverne,"4 impasse des Fabriques, 67700 Saverne",48.742,7.3652,https://www.kuhn.com,https://www.kuhn.com/fr/carrieres,https://www.linkedin.com/company/kuhn-group/,,Embedded;IoT;Data;C++;Automatisation;ERP,"Industriel majeur de l'agroéquipement avec enjeux embarqué, IoT, data et systèmes industriels.",
SEW-USOCOME,Industrie,Automatisation;Mécatronique;IoT;OT,Haguenau,"48 route de Soufflenheim, 67500 Haguenau",48.8214,7.8102,https://www.usocome.com,https://www.usocome.com/emploi-carriere,https://www.linkedin.com/company/sew-usocome/,,Automatisation;OT;IoT;ERP;Systèmes industriels;Data,"Industriel automatisation et entraînement avec besoins systèmes industriels, data et digital manufacturing.",
Siemens Production Automation,Industrie,Automatisation;Industrie 4.0;OT;Software,Haguenau,"1 chemin de la Sandlach, 67500 Haguenau",48.8079,7.7811,https://www.siemens.com,https://jobs.siemens.com/careers,https://www.linkedin.com/company/siemens/,,Automatisation;PLC;OT;MES;Cloud industriel;Cybersécurité,"Site Siemens orienté production automation avec enjeux OT, industrie 4.0 et digital factory.",
Schaeffler France,Industrie,Automobile;Mécatronique;Data;ERP,Haguenau,"93 route de Bitche, 67500 Haguenau",48.8236,7.7883,https://www.schaeffler.com,https://www.schaeffler.com/en/careers/,https://www.linkedin.com/company/schaeffler/,,Data;ERP;Automatisation;Systèmes industriels;PLM;Qualité,"Grand industriel automobile avec besoins SI industriel, data, automatisation et qualité.",
BDR Thermea France,Industrie,Energie;IoT;Thermique;ERP,Mertzwiller,"57 rue de la Gare, 67580 Mertzwiller",48.866,7.684,https://www.bdrthermeagroup.com,https://www.bdrthermeagroup.com/en/careers,https://www.linkedin.com/company/bdr-thermea-group/,,IoT;ERP;Data;Automatisation;Systèmes industriels;Cloud,"Fabricant chauffage et énergie avec enjeux produits connectés, ERP, data et digital manufacturing.",
De Dietrich Process Systems,Industrie,Process industriel;Automatisation;Data;ERP,Schiltigheim,"5 rue de Lisbonne, 67300 Schiltigheim",48.612,7.7102,https://www.dedietrich.com,https://www.dedietrich.com/en/career,https://www.linkedin.com/company/de-dietrich-process-systems/,,Automatisation;ERP;Data;Systèmes industriels;PLM;Qualité,"Entreprise industrielle locale avec besoins SI industriel, automatisation et support applicatif métier.",
Hubert Burda Media,Communication,Média;Digital;Data;Software,Offenburg,"Hubert-Burda-Platz 1, 77652 Offenburg, Allemagne",48.4729,7.9438,https://www.burda.com,https://www.burda.com/en/career/,https://www.linkedin.com/company/hubert-burda-media/,,Web;Data;CRM;Cloud;BI;Digital products,"Groupe média allemand proche avec activités numériques, data, plateformes web et produits digitaux.",
Burda Digital Systems,SaaS,IT interne;Data;Infrastructure;Software,Offenburg,"Hubert-Burda-Platz 2, 77652 Offenburg, Allemagne",48.4729,7.9438,https://www.burdasolutions.com,https://www.burdasolutions.com/karriere/stellenangebote/,https://www.linkedin.com/company/burdasolutions/,,Python;BI;CRM;ERP;Mobile;Network Automation,"Entité IT du groupe Burda avec besoins software, BI, infrastructure et applications internes.",
Avenit AG,SaaS,E-commerce;IA;Software;Cloud,Offenburg,"Marlener Strasse 2, 77656 Offenburg, Allemagne",48.4686,7.952,https://www.avenit.de,https://www.avenit.de/de/karriere,https://www.linkedin.com/company/avenit-ag/,,TypeScript;Node.js;NestJS;SaaS;IA;Full stack,"Editeur et agence digitale allemande proche avec postes software, IA et développement web moderne.",
Happyhotel,SaaS,Hôtellerie;Data;Pricing;Software,Offenburg,"Im Unteren Angel 1, 77652 Offenburg, Allemagne",48.47629,7.93654,https://www.happyhotel.io,https://www.happyhotel.io/karriere,https://www.linkedin.com/company/happyhotel/,,Go;TypeScript;Angular;AWS;API;Data,"SaaS hôtelier à Offenburg avec profils software engineering, data et cloud.",
MEIKO Maschinenbau,Industrie,Machines industrielles;IoT;Embedded;Automatisation,Offenburg,"Englerstrasse 3, 77652 Offenburg, Allemagne",48.4825,7.9472,https://www.meiko-global.com,https://www.meiko-global.com/en/career/,https://www.linkedin.com/company/meiko/,,Embedded Software;C++;C#;IoT;Automatisation;ERP,"Industriel allemand proche avec enjeux logiciel embarqué, automatisation, IoT et digitalisation industrielle.",
LEITWERK AG,ESN,Infrastructure;Cloud;Services managés;Cybersécurité,Appenweier,"Im Ettenbach 13A, 77767 Appenweier, Allemagne",48.5362,7.9791,https://www.leitwerk.de,https://www.leitwerk.de/karriere/,https://www.linkedin.com/company/leitwerk-ag/,,Infrastructure;Cloud;Réseaux;Cybersécurité;Services managés;Microsoft,"Prestataire IT régional proche Offenburg orienté infrastructure, cloud, sécurité et services managés.",
MARKANT Gruppe,Retail,Distribution;Data;EDI;Software,Offenburg,"Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Allemagne",48.4692,7.9525,https://www.markant.com,https://jobs.markant.com,https://www.linkedin.com/company/markant-gruppe/,,BI;EDI;Data;Software Engineering;Paiement;ERP,"Groupe de services retail avec importants besoins IT, data, EDI, paiement et systèmes métier.",
Herrenknecht AG,Industrie,Machines industrielles;Automatisation;Data;ERP,Schwanau,"Schlehenweg 2, 77963 Schwanau, Allemagne",48.3579,7.7639,https://www.herrenknecht.com,https://www.herrenknecht.com/en/careers/,https://www.linkedin.com/company/herrenknecht-ag/,,Automatisation;ERP;Data;Systèmes industriels;IoT;PLM,"Grand industriel proche frontière avec besoins IT industriels, ERP, automatisation et data.",
AFI ESCA,Assurance,Assurance emprunteur;Epargne;Prévoyance;Assurtech;Fintech,Strasbourg,"2 Quai Kléber, 67000 Strasbourg",48.58574,7.74161,https://www.afi-esca.com,https://afi-esca-recrutement.com/,https://www.linkedin.com/company/afi-esca/,,Assurance;Assurtech;Fintech;Outils digitaux;Signature électronique;CRM;Data,"Assureur strasbourgeois avec enjeux digitaux, outils courtiers, parcours de souscription et systèmes assurantiels.",
TokTokDoc,Santé,Medtech;Télémédecine;SaaS;Données de santé,Strasbourg,"2 rue Marie Hamm, NextMed Bâtiment Explora, 67000 Strasbourg",48.57547,7.74836,https://toktokdoc.com,https://recrute.francetravail.fr/page-employeur/nemo-health-619,https://www.linkedin.com/company/toktokdoc/,,Azure;HDS;RGPD;Android;API;Télémédecine;Objets connectés;Données de santé,Medtech strasbourgeoise spécialisée dans la télémédecine accompagnée pour le médico-social et les établissements de santé.,
HypnoVR,Santé,Medtech;Réalité virtuelle;Dispositif médical;Software,Strasbourg,"2 rue Marie Hamm, 67000 Strasbourg",48.57543,7.74872,https://hypnovr.io,,https://www.linkedin.com/company/hypno-vr/,,VR;Unity;Medical device;ISO 13485;Software;Mobile;Cloud,"Medtech strasbourgeoise développant des thérapies digitales en réalité virtuelle pour douleur, anxiété et hypnose médicale.",
Synovo Group,Santé,SaaS;Transport sanitaire;HDS;Infrastructure;Cloud,Strasbourg,"8 rue Schertz, 67100 Strasbourg",48.55814,7.74254,https://www.synovo-group.com,https://www.synovo-group.com/nous-rejoindre/,https://www.linkedin.com/company/synovo-software-innovation/,,C#;.NET;WPF;WCF;SQL Server;Azure;HDS;Cloud;Infrastructure,"Editeur logiciel santé/transport sanitaire avec solutions Saphir et Rubis, infrastructure, hébergement et certification HDS.",
